sample,reaction,lb,ub
WT1,PC6AR,0.0,1000.0
WT1,PC6YM,0.0,0.0
WT1,PC8XM,0.0,1000.0
WT1,PDE1,0.0,1.1749999999999998
WT1,PDE4,0.0,1.1749999999999998
WT1,PDH,0.0,1000.0
WT1,PDHa,0.0,1000.0
WT1,PDHbr,0.0,1.0000000000208762
WT1,PDHc,0.0,1000.0
WT1,PDIMAS,0.0,1000.0
WT1,PDIMAT,0.0,1000.0
WT1,PDX5PO,0.0,0.0
WT1,PEAMNO,0.0,1000.0
WT1,PEPCK_re,-2.350000000000005,2.3500000170414306
WT1,PFK,0.0,1000.0
WT1,PFL,0.0,1000.0
WT1,PGAMT,-1000.0,1000.0
WT1,PGCD,0.0,1000.0
WT1,PGI,-1000.0,1000.0
WT1,PGK,-1000.0,1000.0
WT1,PGL,0.0,1000.0
WT1,PGLS,0.0,1000.0
WT1,PGLYCP,0.0,1000.0
WT1,PGM,-1000.0,1000.0
WT1,PGMT,-1000.0,1000.0
WT1,PGPP160,0.0,1000.0
WT1,PGPP160190,0.0,1000.0
WT1,PGPP190,0.0,1000.0
WT1,PGPPT3,0.0,1000.0
WT1,PGSA160,0.0,1000.0
WT1,PGSA160190,0.0,1000.0
WT1,PGSA190,0.0,1000.0
WT1,PHDCATA,-1000.0,1000.0
WT1,PHDCAt,-1000.0,1000.0
WT1,PHETA1,-1000.0,1000.0
WT1,PHEt2r,-1000.0,1000.0
WT1,PHTHDLS,0.0,1000.0
WT1,PHTHDLS2,0.0,1000.0
WT1,PHTHS,0.0,0.0033530562655744735
WT1,PHTHS2,0.0,0.0049999999999954525
WT1,PHYCBOXL,0.0,1000.0
WT1,PIabc,0.0,1000.0
WT1,PLCD,0.0,0.6166666666666666
WT1,PLIPA1E160,0.0,1000.0
WT1,PLIPA1E180,0.0,1000.0
WT1,PMANM,-1000.0,1000.0
WT1,PMDPHT,0.0,1000.0
WT1,PMPK,0.0,1000.0
WT1,PNCDC,0.0,1000.0
WT1,PNTK,0.0,1000.0
WT1,PPA,0.0,1000.0
WT1,PPAtr,-1000.0,1000.0
WT1,PPBNGS,0.0,1000.0
WT1,PPCDC,0.0,0.018670438472420274
WT1,PPCOAC,0.0,1000.0
WT1,PPDIMAS,0.0,1000.0
WT1,PPDIMAT,0.0,1000.0
WT1,PPDK,0.0,1000.0
WT1,PPGKr,-1000.0,1000.0
WT1,PPK2,0.0,1000.0
WT1,PPNCL3,0.0,0.018670438472468957
WT1,PPND,0.0,1000.0
WT1,PPNDH,0.0,0.13359375000001064
WT1,PPPGO,0.0,1000.0
WT1,PPTGS,0.0,1000.0
WT1,PPTGS_TB1,0.0,1000.0
WT1,PPTGS_TB2,0.0,1000.0
WT1,PRAGSr,-1000.0,1000.0
WT1,PRAIS,0.0,0.01867043847242079
WT1,PRAIi,0.0,1000.0
WT1,PRAMPC,0.0,1000.0
WT1,PRASCS,0.0,0.01867043858044326
WT1,PRATPP,0.0,0.10816901408450305
WT1,PRDX,0.0,1000.0
WT1,PREPHACPH,0.0,1000.0
WT1,PREPPACPH,0.0,1000.0
WT1,PREPTHS,0.0,1000.0
WT1,PREPTHS2,0.0,1000.0
WT1,PREPTTA,-1000.0,1000.0
WT1,PRFGS,0.0,1000.0
WT1,PRMICIi,0.0,1000.0
WT1,PROD2,0.0,0.4372093023256762
WT1,PROabc,0.0,1000.0
WT1,PROt2r,-1000.0,1000.0
WT1,PRPPS,-1000.0,1000.0
WT1,PSCVT,0.0,1000.0
WT1,PSD160,0.0,1000.0
WT1,PSERT,0.0,1000.0
WT1,PSP_L,0.0,1000.0
WT1,PSSA160,0.0,1000.0
WT1,PTAr,-1000.0,0.0
WT1,PTPATi,0.0,0.018670438472418602
WT1,PUNP1,-1000.0,1000.0
WT1,PUNP2,-1000.0,1000.0
WT1,PUNP3,-1000.0,1000.0
WT1,PUNP4,-1000.0,1000.0
WT1,PUNP5,-1000.0,1000.0
WT1,PUNP6,-1000.0,1000.0
WT1,PUNP7,-1000.0,1000.0
WT1,PYAM5PO,0.0,0.0
WT1,PYDXNO,0.0,0.0
WT1,PYDXO,0.0,0.0
WT1,PYK,0.0,1000.0
WT1,PYRDC,0.0,1000.0
WT1,PYRt2r,-1000.0,1000.0
WT1,QRr,-1000.0,1000.0
WT1,QULNS,-2.741761488527196e-14,0.0003920559659036371
WT1,R05217,0.0,1000.0
WT1,R05219,0.0,1000.0
WT1,R05224,0.0,1000.0
WT1,RBFK,0.0,1000.0
WT1,RBFSa,0.0,1000.0
WT1,RBFSb,0.0,1000.0
WT1,RBK,0.0,1000.0
WT1,RIBabc,0.0,1000.0
WT1,RNDR1,0.0,0.00018640383552215312
WT1,RNDR2,0.0,0.00026409346571787395
WT1,RNDR3,0.0,0.00040294650955274847
WT1,RNDR4,0.0,0.0001388531546210292
WT1,RNTR4,0.0,1000.0
WT1,RPE,-1000.0,1000.0
WT1,RPI,-1000.0,1000.0
WT1,RPPDIMAS,0.0,1000.0
WT1,RRPPDIMAS,0.0,0.0
WT1,RZ5PP,0.0,1000.0
WT1,SADH,0.0,1000.0
WT1,SADT,0.0,0.25909090921686584
WT1,SDPDS,0.0,1000.0
WT1,SDPTA,-1000.0,1000.0
WT1,SERAT,0.0,1000.0
WT1,SERD_D,0.0,1000.0
WT1,SERD_L,0.0,1000.0
WT1,SERt2r,-1000.0,1000.0
WT1,SGDS,0.0,1000.0
WT1,SGSAD,0.0,1000.0
WT1,SHCHD2,0.0,1000.0
WT1,SHCHD3,0.0,1000.0
WT1,SHCHF,0.0,1000.0
WT1,SHK3Dr,-1000.0,1000.0
WT1,SHKK,0.0,1000.0
WT1,SHSL1r,-1000.0,1000.0
WT1,SHSL4r,-1000.0,1000.0
WT1,SKMt2,-1000.0,1000.0
WT1,SOTA,0.0,1000.0
WT1,SPMS,0.0,1000.0
WT1,SPODM,0.0,1000.0
WT1,SSALx,0.0,1000.0
WT1,SSALy,0.0,1000.0
WT1,SUCBZL,0.0,1000.0
WT1,SUCBZS,0.0,1000.0
WT1,SUCCt2r,-1000.0,1000.0
WT1,SUCD1i,0.0,1000.0
WT1,SUCOAS,-1000.0,1000.0
WT1,SULabc,0.0,1000.0
WT1,TALA,-1000.0,1000.0
WT1,TARTD,0.0,1000.0
WT1,TARTRt7,-1000.0,1000.0
WT1,TATS,0.0,1000.0
WT1,TDMS1,0.0,1000.0
WT1,TDMS2,0.0,1000.0
WT1,TDMS3,0.0,1000.0
WT1,TDMS4,0.0,1000.0
WT1,TDPDRE,0.0,1000.0
WT1,TDPDRR,0.0,1000.0
WT1,TDPGDH,0.0,1000.0
WT1,THDPS,0.0,1000.0
WT1,THFGLUS,-1000.0,1000.0
WT1,THMDP,0.0,0.4624999999999999
WT1,THRD_Lr,0.0,1000.0
WT1,THRS,0.0,1000.0
WT1,THRt2r,-1000.0,1000.0
WT1,THZPSN,0.0,1000.0
WT1,TKT1,-1000.0,1000.0
WT1,TKT2,-1000.0,1000.0
WT1,TMDK1,0.0,1000.0
WT1,TMDPP,-1000.0,1000.0
WT1,TMDS,0.0,0.00013885315462418643
WT1,TMHAS1,0.0,1000.0
WT1,TMHAS2,0.0,1000.0
WT1,TMHAS3,0.0,1000.0
WT1,TMHAS4,0.0,1000.0
WT1,TMHAS5,0.0,1000.0
WT1,TMHAS6,0.0,1000.0
WT1,TMN,0.0,1000.0
WT1,TMPKr,-1000.0,1000.0
WT1,TMPPP,0.0,1000.0
WT1,TPI,-1000.0,1000.0
WT1,TRDR,0.0,1.6750000000001701
WT1,TRE6PP,0.0,2.3499999999999996
WT1,TRE6PS,0.0,1000.0
WT1,TRESULT,0.0,1000.0
WT1,TREabc,0.0,1000.0
WT1,TRIATS,0.0,1000.0
WT1,TRPS1,0.0,0.07191011235946625
WT1,TRPS2,0.0,0.06336633663366338
WT1,TRPS3,0.0,0.06336633663369462
WT1,TRPTA,-1000.0,1000.0
WT1,TRPt2r,-1000.0,1000.0
WT1,TSULabc,0.0,1000.0
WT1,TTDCAt2,0.0,1000.0
WT1,TYRTA,-1000.0,1000.0
WT1,TYRt2r,-1000.0,1000.0
WT1,UAAGDS,0.0,1.1120573935929912e-05
WT1,UAAGLS1,0.0,1000.0
WT1,UAAGLS2,0.0,1000.0
WT1,UAGCVT,0.0,1000.0
WT1,UAGDP,0.0,1000.0
WT1,UAGPT1,0.0,0.000270328033777166
WT1,UAGPT2,0.0,0.00027032803377101936
WT1,UAGPT3,0.0,1.3422471613366155e-05
WT1,UAMAGS,0.0,1000.0
WT1,UAMAS,0.0,1000.0
WT1,UAMRH,0.0,1000.0
WT1,UAPGR,0.0,1000.0
WT1,UDCPDP,0.0,1000.0
WT1,UDCPDPS,0.0,1000.0
WT1,UDPDPS,0.0,1000.0
WT1,UDPDPS2,0.0,1000.0
WT1,UDPG4E,0.0,0.0002985343825230302
WT1,UDPGALM,0.0,1000.0
WT1,UDPGD,0.0,0.0
WT1,UGAGDS,0.0,1.3300054125364724e-05
WT1,UGGPT3,0.0,1.329995412399466e-05
WT1,UGLDDS1,0.0,0.00027032803377101936
WT1,UGLDDS2,0.0,0.00027032803377101936
WT1,UGMAGS,0.0,1000.0
WT1,UGMAS,0.0,1000.0
WT1,UGMDDS,0.0,1.3422571614740697e-05
WT1,UGMDDS2,0.0,1.3301739394400158e-05
WT1,UMPK,-1000.0,1000.0
WT1,UPP3MT,0.0,1000.0
WT1,UPP3S,0.0,1000.0
WT1,UPPDC1,0.0,1000.0
WT1,UPPDC2,0.0,1000.0
WT1,UPPRT,0.0,1000.0
WT1,UREA,0.0,1000.0
WT1,URIDK2r,-1000.0,1000.0
WT1,URIK2,0.0,1000.0
WT1,VALTA,-1000.0,1000.0
WT1,VALt2r,-1000.0,1000.0
WT1,XPPT,0.0,1000.0
WT1,XYLK,0.0,1000.0
WT1,YUMPS,-1000.0,1000.0
WT1,S7PI,0.0,1000.0
WT1,GMHEPK,0.0,0.10786516853932601
WT1,HMEDS,0.0,0.12035181809269359
WT1,HMEDR,0.0,0.12035181809270075
WT1,FRTT,0.0,1000.0
WT1,2MCD,0.0,1000.0
WT1,2MCS,0.0,1000.0
WT1,2MID,0.0,1000.0
WT1,2MIL,0.0,1000.0
WT1,Gln_LT,0.0,1000.0
WT1,TREP,0.0,1000.0
WT1,HDECH,-1000.0,1000.0
WT1,DTBTST,0.0,1000.0
WT1,IPDPUDCT,0.0,1000.0
WT1,ACHMSSH,0.0,1000.0
WT1,PDBL_1,0.0,1000.0
WT1,PDBL_2,0.0,1000.0
WT1,PDBL_3,0.0,1000.0
WT1,PDBL_4,0.0,1000.0
WT1,EX_ni2,0.0,1000.0
WT1,Ni2t,0.0,0.0
WT1,EX_mn2,0.0,1000.0
WT1,Mn2t,0.0,3.6999999999999993
WT1,2O4EH,0.0,0.0
WT1,G6PDH,0.0,1000.0
WT1,2PLS,0.0,1000.0
WT1,LPPGS,0.0,1000.0
WT1,DMHDRFS,0.0,1000.0
WT1,LPFPLT,0.0,1000.0
WT1,GF4GL_0,0.0,1000.0
WT1,GF4GL_1,0.0,1000.0
WT1,MBP_1,0.0,0.0
WT1,FAD_1,0.0,1000.0
WT1,FAD_2,0.0,1000.0
WT1,FAD_3,0.0,1000.0
WT1,FAD_4,0.0,1000.0
WT1,FAD_5,0.0,1000.0
WT1,FAD_6,0.0,1000.0
WT1,FAD_7,0.0,1000.0
WT1,FAD_8,0.0,1000.0
WT1,FAD_9,0.0,1000.0
WT1,FAD_10,0.0,1000.0
WT1,FAD_11,0.0,1000.0
WT1,FAD_12,0.0,1000.0
WT1,FAD_13,0.0,1000.0
WT1,FAD_14,0.0,1000.0
WT1,FAD_15,0.0,1000.0
WT1,FAD_16,0.0,1000.0
WT1,FAD_17,0.0,1000.0
WT1,FAD_18,0.0,1000.0
WT1,FAD_19,0.0,1000.0
WT1,FAD_20,0.0,1000.0
WT1,FAD_21,0.0,1000.0
WT1,FAD_22,0.0,1000.0
WT1,FAD_23,0.0,1000.0
WT1,FAD_24,0.0,1000.0
WT1,FAD_25,0.0,1000.0
WT1,FAD_26,0.0,1000.0
WT1,FAD_27,0.0,1000.0
WT1,3HIBD,0.0,1000.0
WT1,ALDR,0.0,1000.0
WT1,AL4D,0.0,1000.0
WT1,MANT1,0.0,1000.0
WT1,ARABT,0.0,0.0
WT1,HOAS,0.0,1000.0
WT1,SR1,0.0,1000.0
WT1,SR2,0.0,1000.0
WT1,MR,0.0,1000.0
WT1,GLYCS_I,0.0,1000.0
WT1,GLYCS_II,0.0,1000.0
WT1,LALDD,0.0,1000.0
WT1,CYST_II,0.0,1000.0
WT1,FUSA1,0.0,2.350000053436056
WT1,ISCS,-1000.0,1000.0
WT1,GLYTRS,0.0,1000.0
WT1,SELCYSS,0.0,1000.0
WT1,TYRTRS,0.0,1000.0
WT1,biomass,0.0,1000.0
WT1,ECHA20,0.0,1000.0
WT1,CHOL1,0.0,1000.0
WT1,FADE282,0.0,1000.0
WT1,HOPNTAL2,0.0,0.0
WT1,ECHA192,-1000.0,1000.0
WT1,HSA,0.0,1000.0
WT1,FADB3,0.0,0.0
WT1,FADB2,0.0,0.0
WT1,CHCD,0.0,1000.0
WT1,HDAD,0.0,1000.0
WT1,CHOD,0.0,0.0
WT1,3HSA,0.0,1000.0
WT1,HSAC,0.0,1000.0
WT1,HSAE,0.0,0.0
WT1,HIAA,0.0,1000.0
WT1,IPDAB,0.0,0.0
WT1,KSH,0.0,0.0
WT1,ECHA193,-1000.0,1000.0
WT1,CYP1,0.0,0.0
WT1,HIPB,0.0,1000.0
WT1,HIPA,0.0,1000.0
WT1,CHOLCOA,0.0,1000.0
WT1,ECHA191,-1000.0,1000.0
WT1,FADE30,0.0,1000.0
WT1,CYP3,0.0,0.0
WT1,CYP2,0.0,0.0
WT1,PRCOA1,0.0,1000.0
WT1,FADE281,0.0,1000.0
WT1,FADD3,0.0,0.0
WT1,KSTD,0.0,1000.0
WT1,FADD17,0.0,1000.0
WT1,FADE51,0.0,1000.0
WT1,FADE52,0.0,1000.0
WT1,HIAt,-1000.0,1000.0
WT1,MACCOAT,0.0,0.16764705882360964
WT1,ACCOAC,-1.1749999999999996,2.349999999976717
WT1,CHSTEROLt,0.0,1000.0
WT1,EX_chsterol,0.0,1000.0
WT1,MOEA1,0.0,1000.0
WT1,MPTAT,0.0,0.0
WT1,MOBA,0.0,0.0
WT1,MOAE1,0.0,1000.0
WT1,MOEB1,0.0,1000.0
WT1,MOBDabc,0.0,1000.0
WT1,MOBDabc_rev,0.0,1000.0
WT1,PHBADA,0.0,1000.0
WT1,PHBADB,0.0,0.0
WT1,PHBADC,0.0,0.0
WT1,PHBADD,0.0,1000.0
WT1,INO1,-1.1368683772161603e-13,0.0003469287908046681
WT1,NAGINSP,-7.381075631327846e-14,0.00017833111235177057
WT1,NAGINS,-1000.0,1000.0
WT1,LAT,0.0,0.0
WT1,KGD2,-2.0000000000202363,0.0
WT1,ASPO6,0.0,0.0003920559659886802
WT1,ECOAH12,0.0,0.24782608708130738
WT1,FADE233,0.0,0.24782608695658107
WT1,BKDC,0.0,0.24782608708130738
WT1,BKDA2,0.0,0.24782608708130738
WT1,3HBCOAHL,0.0,999999.0
WT1,AKGDa,-999999.0,999999.0
WT1,ACt2r,-1000.0,1000.0
WT1,EX_4hba,0.0,1000.0
WT1,4HBAt,-1000.0,1000.0
WT1,4ABZt,-1000.0,1000.0
WT1,CHLabc_rev,0.0,1000.0
WT1,GCALDD,0.0,1000.0
WT1,PYDXNtr,-1000.0,1000.0
WT1,EX_pydxn,-1.0,1000.0
WT1,GLYALDDr,0.0,1000.0
WT1,FORt,-1000.0,1000.0
WT1,GLYCLTt,-1000.0,1000.0
WT1,EX_glyclt,0.0,1000.0
WT1,NO3t2,-1000.0,1000.0
WT1,ROSFE,0.0,1000.0
WT1,MNabc_rev,0.0,1000.0
WT1,COBC,0.0,1000.0
WT1,ADOCBLabc,0.0,0.0
WT1,COB2,-1000.0,1000.0
WT1,CBL2OR,-1000.0,1000.0
WT1,DRBK,-1000.0,1000.0
WT1,5DOAN,-1000.0,1000.0
WT1,AKGt2r,-1000.0,1000.0
WT1,EX_co,0.0,1000.0
WT1,PHEMEt,0.0,1000.0
WT1,EX_pheme,0.0,1000.0
WT1,HEMEOS,0.0,2.1780987001562835e-05
WT1,HEMEAS_1,0.0,1000.0
WT1,GSEALD,0.0,1000.0
WT1,CPPPGO2,0.0,1000.0
WT1,EX_hia,0.0,1000.0
WT1,L_LACDcm,0.0,0.31333333333335167
WT1,FPRA,0.0,1000.0
WT1,COCO2,-1.0666666666666669,0.0
WT1,ACALDt,-1000.0,1000.0
WT1,EX_acald,0.0,1000.0
WT1,NMO,0.0,0.31333333333335167
WT1,OCDCEAt,-1000.0,1000.0
WT1,EX_ocdcea,0.0,1000.0
WT1,UREAt,-1000.0,1000.0
WT1,PAPA1,0.0,0.0
WT1,PAPA2,0.0,1000.0
WT1,MMPL8,0.0,0.0
WT1,PKS2,0.0,1000.0
WT1,MAS3,0.0,1000.0
WT1,EX_gln_L,0.0,1000.0
WT1,SIRA2,-0.2590909090909023,0.0
WT1,APSR,0.0,999999.0
WT1,SHSL2r,0.0,1000.0
WT1,CYSK2_I,0.0,1000.0
WT1,CYSM_I,0.0,0.03886639676113364
WT1,CYSM_II,0.0,0.03886639686504623
WT1,CYSO_I,0.0,0.03886639686504623
WT1,CYSO_II,0.0,0.03886639686504623
WT1,THMP,0.0,1000.0
WT1,VIUB,0.0,7.623310449959841e-05
WT1,MBTK3,0.0,1000.0
WT1,MBTG,0.0,7.623281392461647e-08
WT1,MBTA3,0.0,0.0
WT1,ALCD2x,-1000.0,1000.0
WT1,ETOHt2r,-1000.0,1000.0
WT1,EX_etoh,0.0,1000.0
WT1,MTAP,0.0,0.0
WT1,PKS122,0.0,1000.0
WT1,PKS121,0.0,1000.0
WT1,ORNDC,0.0,1000.0
WT1,MBTA1,0.0,3.8249724720884615e-08
WT1,HACD9,0.0,1000.0
WT1,ECOAH9ir,0.0,0.16764705882349062
WT1,OIVD3,0.0,0.1676470588235695
WT1,BKDC1,0.0,0.16764705882349062
WT1,MAK,-1000.0,1000.0
WT1,GLGE,0.0,2.35
WT1,TREY,0.0,2.350000000000705
WT1,GLGB,0.0,1.1750000000012515
WT1,GLGP,0.0,1000.0
WT1,AMYL2,-1000.0,1000.0
WT1,PYRD1,0.0,1000.0
WT1,SHCHCS3,-1000.0,1000.0
WT1,SEPHCHCS,-1000.0,1000.0
WT1,SALSYN,0.0,5.32873044927654e-08
WT1,APRO,0.0,1000.0
WT1,AOBUTDs,0.0,1000.0
WT1,THRD,0.0,1000.0
WT1,EX_adocbl,0.0,1000.0
WT1,DMBI,-1000.0,1000.0
WT1,BARB,-1000.0,1000.0
WT1,HETZK,-1000.0,1000.0
WT1,PYDXNK,0.0,1000.0
WT1,EX_mobd,-1000.0,1000.0
WT1,TBSYNLDPS,0.0,0.03333333333333693
WT1,TBSNLS1,0.0,0.03333333343675804
WT1,TBSNLS2,0.0,0.03333333333333332
WT1,TBSNLS3,0.0,0.03333333333333335
WT1,BKDA1,0.0,0.1676470588235695
WT1,BPNT2,0.0,2.3500000000001204
WT1,GLPD2,0.0,1000.0
WT1,G3PD1ir,0.0,10.133333333333333
WT1,G3PT,0.0,1000.0
WT1,DHORD2,0.0,1000.0
WT1,PPAKr,0.0,1000.0
WT1,PTA2,-1000.0,1000.0
WT1,EMB,0.0,9.951142747840427e-06
WT1,BTNt,-1000.0,1000.0
WT1,EX_btn,-1.0,1000.0
WT1,GXRA,0.0,1.0
WT1,OPP,0.0,1000.0
WT1,HEXTT,0.0,1000.0
WT1,PPTTm,0.0,1000.0
WT1,GGTT,0.0,0.0001606342539663084
WT1,ACYP_2,0.0,1000.0
WT1,GTPDPDP,-1000.0,1000.0
WT1,PPGPPDP,0.0,1000.0
WT1,AKGDH,0.0,1000.0
WT1,EX_nodcoa,0.0,1000.0
WT1,NODCOAt,0.0,1000.0
WT1,EX_octscoa,0.0,1000.0
WT1,OCTSCOAt,0.0,1000.0
WT1,ATPM,3.15,1000.0
WT1,VPAMTr,-1000.0,0.0
WT1,EGTB,0.0,1000.0
WT1,EGTC,0.0,0.04085106382978725
WT1,EGTE,0.0,1000.0
WT1,TMDS3,0.0,0.0001388531546241868
WT1,MHUD1,0.0,0.0
WT1,OTSB1,0.0,5.981586092840274e-05
WT1,MYCOPP,0.0,0.00046140096502256256
WT1,TMMYCO,0.0,1000.0
WT1,MYCOE,0.0,1000.0
WT1,PPM1,0.0,0.00040158510405101583
WT1,PEPA,0.0,1000.0
WT1,NADDP,0.0,1000.0
WT1,NMNAT,0.0,1000.0
WT1,EGTD,0.0,1000.0
WT1,ACONMT,0.0,1000.0
WT1,MANPGH,0.0,0.0
WT1,EPH,-1000.0,1000.0
WT1,FBPA,0.0,1000.0
WT1,DGTP8DETOX,0.0,0.0
WT1,DGTP8OXO,0.0,1000.0
WT1,GTP8OXO,0.0,1000.0
WT1,TAG,0.0,0.0
WT1,LIPY,0.0,0.0
WT1,LIPW,0.0,1000.0
WT1,CHOLK,-1000.0,1000.0
WT1,PC_TBt,-1000.0,1000.0
WT1,BIRA,0.0,1000.0
WT1,ACCD3,0.0,1000.0
WT1,ACCA3,0.0,1.175000000000125
WT1,GMHEPPA,0.0,0.10786516853932598
WT1,ALCD19y,-1000.0,1000.0
WT1,EX_pc_TB,0.0,1000.0
WT1,DM_ergoth_c,0.0,1000.0
WT1,DM_tbsinol_c,0.0,1000.0
WT1,DM_isotbsinol__13S_c,0.0,1000.0
WT1,DM_isotbsinol__13R_c,0.0,1000.0
WT1,DM_psd5p_c,0.0,1000.0
WT1,DM_cpppg1_c,0.0,1000.0
WT1,DM_scys__L_c,0.0,1000.0
WT1,DM_gmhep1p_c,0.0,1000.0
WT2,2AGPEAT160,0.0,1000.0
WT2,2AGPEAT180,0.0,1000.0
WT2,5DGLCNR,0.0,0.0
WT2,AACPS10,0.0,1000.0
WT2,AACPS11,0.0,1000.0
WT2,AACPS3,0.0,1000.0
WT2,ABTA,0.0,1000.0
WT2,ACACT1r,0.0,3.3551265791740875e-08
WT2,ACALDi,0.0,1.0000000000000002
WT2,ACBIPGT,0.0,1000.0
WT2,ACCC,0.0,1000.0
WT2,ACChex,0.0,1000.0
WT2,ACGAMPM,-1000.0,1000.0
WT2,ACGAMT,0.0,1000.0
WT2,ACGK,0.0,1000.0
WT2,ACGS,0.0,1000.0
WT2,ACHBS,0.0,1000.0
WT2,ACKr,-1000.0,1000.0
WT2,ACLS,0.0,1000.0
WT2,ACODA,0.0,0.0
WT2,ACONT,-1000.0,1000.0
WT2,ACOTA,-1000.0,1000.0
WT2,ACP1_FMN,0.0,1000.0
WT2,ACPS1,0.0,1000.0
WT2,ACS,0.0,1000.0
WT2,ACS2,0.0,1000.0
WT2,ACYSBMNt,-1000.0,1000.0
WT2,ADA,0.0,0.9249999999999998
WT2,ADCL,0.0,1000.0
WT2,ADCPS1,0.0,1000.0
WT2,ADCPS2,0.0,1000.0
WT2,ADCS,0.0,1000.0
WT2,ADCYRS,0.0,0.0
WT2,ADK1,-1000.0,1000.0
WT2,ADK2,-1000.0,1000.0
WT2,ADMDCr,-1000.0,1000.0
WT2,ADNCYC,0.0,1.1749999999999998
WT2,ADNK1,0.0,2.3499999999999996
WT2,ADNK3,0.0,2.35
WT2,ADNK4,0.0,2.350000000000005
WT2,ADOCBIK,0.0,1000.0
WT2,ADOCBLS,0.0,1000.0
WT2,ADPT,0.0,0.6166666666666675
WT2,ADSK,0.0,2.3499999999999996
WT2,ADSL1r,-1000.0,1000.0
WT2,ADSL2r,-1000.0,1000.0
WT2,ADSS,0.0,1000.0
WT2,AFTA,0.0,9.951142747840427e-06
WT2,AGDC,0.0,1000.0
WT2,AGMT,0.0,1000.0
WT2,AGPAT160,0.0,0.31333333333330304
WT2,AGPAT160190,0.0,0.0005041051166472243
WT2,AGPAT190,0.0,0.000166310685294619
WT2,AGPR,-1000.0,1000.0
WT2,AHC,-1000.0,1000.0
WT2,AHCYSNS,0.0,1000.0
WT2,AHMMPS,0.0,1000.0
WT2,AICART,-1000.0,1000.0
WT2,AIRCr,0.0,1000.0
WT2,AKGDb,0.0,1.8399999999992729
WT2,ALAALAD,0.0,1000.0
WT2,ALAALAr,-1000.0,1000.0
WT2,ALAD_L,0.0,1000.0
WT2,ALAR,-1000.0,1000.0
WT2,ALAt2r,-1000.0,1000.0
WT2,ALDD1,0.0,0.0
WT2,ALDD19x,0.0,1000.0
WT2,ALDD2x,0.0,1000.0
WT2,AMAOTr,-1000.0,1000.0
WT2,AMID4,0.0,1000.0
WT2,AMMQT8,0.0,1000.0
WT2,AMMQT8_2,0.0,1000.0
WT2,AMPTASECG,0.0,1000.0
WT2,ANPRT,0.0,1000.0
WT2,ANS,0.0,1000.0
WT2,AOXSr,0.0,0.0
WT2,APRAUR,0.0,1000.0
WT2,ARACHTA,-1000.0,1000.0
WT2,ARB_Dabc,0.0,1000.0
WT2,ARBabc,0.0,1000.0
WT2,ARBt2r,-1000.0,1000.0
WT2,ARGDC,0.0,1000.0
WT2,ARGDr,0.0,1000.0
WT2,ARGSL,0.0,1000.0
WT2,ARGSS,0.0,1000.0
WT2,ARGt5r,-1000.0,1000.0
WT2,ASAD,-1000.0,1000.0
WT2,ASNN,0.0,1000.0
WT2,ASNS1,0.0,1000.0
WT2,ASNt2r,-1000.0,1000.0
WT2,ASP1DC,0.0,1000.0
WT2,ASPCT,0.0,0.0959999999999143
WT2,ASPK,-1000.0,1000.0
WT2,ASPO5,0.0,0.00039205596598890224
WT2,ASPTA,-1000.0,1000.0
WT2,ASPt2r,-1000.0,1000.0
WT2,AST,0.0,1000.0
WT2,ATPPRT,0.0,1000.0
WT2,ATPS4r,-1000.0,1000.0
WT2,BACCL,0.0,1000.0
WT2,BALAt2r,-1000.0,1000.0
WT2,BDH,-1000.0,1000.0
WT2,BETALDHx,0.0,1000.0
WT2,BMNMSHS,0.0,1000.0
WT2,BMNt,-1000.0,1000.0
WT2,BPNT,0.0,0.23750000000001797
WT2,BTS2,-1000.0,1000.0
WT2,BTS3r,-1000.0,1000.0
WT2,CAATPS,0.0,1000.0
WT2,CAT,0.0,1.6750000000003413
WT2,CAt4,-1000.0,1000.0
WT2,CBIAT,-1000.0,1000.0
WT2,CBLAT,-1000.0,1000.0
WT2,CBPS,0.0,1000.0
WT2,CDAPPA160,0.0,1000.0
WT2,CDAPPA160190,0.0,1000.0
WT2,CDAPPA190,0.0,1000.0
WT2,CDPMEK,0.0,1000.0
WT2,CDPPT160,0.0,1000.0
WT2,CDPPT160190,0.0,1000.0
WT2,CHLabc,0.0,1000.0
WT2,CHOLD,0.0,1000.0
WT2,CHORM,0.0,1000.0
WT2,CHORS,0.0,0.14369747899163102
WT2,CHRPL,0.0,1000.0
WT2,CIGAMS,0.0,1000.0
WT2,CITLr,0.0,1000.0
WT2,CITabc,0.0,1000.0
WT2,CLPNS160190,-1000.0,1000.0
WT2,CMCBTFL,0.0,7.623310449781996e-05
WT2,CMCBTFU,0.0,7.623310449781996e-05
WT2,CMLDC,0.0,1000.0
WT2,CO2t,-1000.0,1000.0
WT2,COAt,-1000.0,1000.0
WT2,COBALTt5,-1000.0,1000.0
WT2,COCHL,0.0,1000.0
WT2,COt,-1000.0,1000.0
WT2,CPC6R,0.0,1000.0
WT2,CPPPGO,0.0,1000.0
WT2,CRNabc,0.0,1000.0
WT2,CS,0.0,3.13333333333406
WT2,CTPS1,0.0,1000.0
WT2,CTPS2,0.0,1000.0
WT2,CYANST,0.0,0.0
WT2,CYO1a,0.0,10.133333333333333
WT2,CYO1b,0.0,1000.0
WT2,CYRDAAT,0.0,1000.0
WT2,CYRDAR,0.0,1000.0
